"DATE OF CONTACT","TIME OF CONTACT","INCIDENT NUMBER","STEP INDICATOR","GEO CODE","ANONYMOUS HOUSE NUMBER","ADDRESS STREET","CROSS STREET","MOTIVATION FOR STOP DESC","RACE DESCRIPTION","SEX DESCRIPTION","AGE AT CONTACT","RESIDENCY CODE","REASON FOR STOP","TYPE OF VIOLATION","CRIME CATEGORY","CRIME CATEGORY DESCRIPTION","CRIME CODE","CRIME DESCRIPTION","CRIME STATUS DESCRIPTION","VEHICLE YEAR","VEHICLE CONSENT SEARCH REQUESTED","VEHICLE CONSENT SEARCH GRANTED","PARAPHRENALIA FOUND VEHICLE CONSENT SEARCH","ALCOHOL FOUND VEHICLE CONSENT SEARCH","WEAPON FOUND VEHICLE CONSENT SEARCH","STOLEN PROPERTY FOUND VEHICLE CONSENT SEARCH","OTHER CONTRABAND FOUND VEHICLE CONSENT SEARCH","DRUG AMOUNT FOUND VEHICLE CONSENT SEARCH","CANINE SNIFF PERFORMED","CANINE ALERTED","CANINE SEARCH CONDUCTED","PARAPHRENALIA FOUND CANINE SEARCH","ALCOHOL FOUND CANINE SEARCH","WEAPON FOUND CANINE SEARCH","STOLEN PROPERTY FOUND CANINE SEARCH","OTHER CONTRABAND FOUND CANINE SEARCH","DRUG AMOUNT FOUND CANINE SEARCH","ANY CONTRABAND FOUND IN VEHICLE CONSENT OR CANINE SEARCH","CONSENT OR DOG SNIFF SEARCH CONDUCTED","MAPPING ADDRESS"
"2020 Aug 26 12:00:00 AM","20:25","UW2000524","NOT STEP","546-15","1","UNIVERSITY","RACE","TRAFFIC ISSUE","BLACK","MALE",,"N","EQUIPMENT","NOT A MOVING VIOLATION","C28","Traffic Offenses","6630","DRIVING WITHOUT LIGHTS","TRAFFIC WARNING TICKET","2016","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","1 UNIVERSITY"
"2020 Aug 26 12:00:00 AM","22:29","UW2000525","NOT STEP","519-07","1","CUNNINGHAM","KENYON","TRAFFIC ISSUE","WHITE","MALE",,"Y","EQUIPMENT","NOT A MOVING VIOLATION","C28","Traffic Offenses","6630","DRIVING WITHOUT LIGHTS","TRAFFIC WARNING TICKET","2014","false","false","NO","NO","NO","NO","NO","2-10 GRAMS","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","1 CUNNINGHAM"
"2020 Aug 26 12:00:00 AM","2:31","UT2002253","NOT STEP","576-16","1","FLORIDA","RACE","TRAFFIC ISSUE","BLACK","FEMALE",,"Y","MOVING VIOLATION","TRAFFIC SIGN OR SIGNAL","C28","Traffic Offenses","6605","TRAFFIC SIGN VIOLATION","CLEARED BY ADULT ARREST","2007","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","1 FLORIDA"
"2020 Aug 26 12:00:00 AM","2:31","UT2002253","NOT STEP","576-16","1","FLORIDA","RACE","TRAFFIC ISSUE","BLACK","FEMALE",,"Y","MOVING VIOLATION","TRAFFIC SIGN OR SIGNAL","C28","Traffic Offenses","2461","OPERATE UNINSURED MOTOR VEHICLE","CLEARED BY ADULT ARREST","2007","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","1 FLORIDA"
"2022 Aug 26 12:00:00 AM","0:08","UU2215620","NOT STEP","63 -","1","LINCOLN AV S","FLORIDA AVE","TRAFFIC ISSUE","BLACK","MALE","28","N","LICENSE PLATE/REG.","NOT A MOVING VIOLATION","C22","Cannabis Offenses","1810","CANNABIS POSS OVER 10 - 100 G -MISD","CHARGED BY SAO, NO ARREST","2010","false","false","NO","NO","NO","NO","NO","51-100 GRAMS","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","1 LINCOLN AV S"
"2022 Aug 26 12:00:00 AM","0:08","UU2215620","NOT STEP","63 -","1","LINCOLN AV S","FLORIDA AVE","TRAFFIC ISSUE","BLACK","MALE","28","N","LICENSE PLATE/REG.","NOT A MOVING VIOLATION","C22","Cannabis Offenses","1813","CANNABIS POSS OVER 100 G -FEL","CHARGED BY SAO, NO ARREST","2010","false","false","NO","NO","NO","NO","NO","51-100 GRAMS","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","1 LINCOLN AV S"
"2022 Aug 26 12:00:00 AM","0:08","UU2215620","NOT STEP","63 -","1","LINCOLN AV S","FLORIDA AVE","TRAFFIC ISSUE","BLACK","MALE","28","N","LICENSE PLATE/REG.","NOT A MOVING VIOLATION","C28","Traffic Offenses","2461","OPERATE UNINSURED MOTOR VEHICLE","CLEARED BY ADULT ARREST","2010","false","false","NO","NO","NO","NO","NO","51-100 GRAMS","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","1 LINCOLN AV S"
"2022 Aug 26 12:00:00 AM","0:08","UU2215620","NOT STEP","63 -","1","LINCOLN AV S","FLORIDA AVE","TRAFFIC ISSUE","BLACK","MALE","28","N","LICENSE PLATE/REG.","NOT A MOVING VIOLATION","C28","Traffic Offenses","2481","DRIVING UNDER SUSPENDED LICENSE","CLEARED BY ADULT ARREST","2010","false","false","NO","NO","NO","NO","NO","51-100 GRAMS","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","1 LINCOLN AV S"
"2022 Aug 26 12:00:00 AM","0:08","UU2215620","NOT STEP","63 -","1","LINCOLN AV S","FLORIDA AVE","TRAFFIC ISSUE","BLACK","MALE","28","N","LICENSE PLATE/REG.","NOT A MOVING VIOLATION","C28","Traffic Offenses","2462","OPERATE MV W/SUSPEND REGISTRATION","CLEARED BY ADULT ARREST","2010","false","false","NO","NO","NO","NO","NO","51-100 GRAMS","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","1 LINCOLN AV S"
"2022 Aug 26 12:00:00 AM","0:08","UU2215620","NOT STEP","63 -","1","LINCOLN AV S","FLORIDA AVE","TRAFFIC ISSUE","BLACK","MALE","28","N","LICENSE PLATE/REG.","NOT A MOVING VIOLATION","C41","Assist Other Agency/Business","9081","ASSIST TOW TRUCK","ADMINISTRATIVELY CLOSED","2010","false","false","NO","NO","NO","NO","NO","51-100 GRAMS","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","1 LINCOLN AV S"
"2022 Aug 26 12:00:00 AM","10:22","UW2200302","NOT STEP","64 -","1","COTTAGE GROVE","GREEN","TRAFFIC ISSUE","WHITE","MALE","74","N","MOVING VIOLATION","TRAFFIC SIGN OR SIGNAL","C28","Traffic Offenses","6606","TRAFFIC SIGNAL VIOLATION","TRAFFIC WARNING TICKET","2019","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","1 COTTAGE GROVE"
"2022 Aug 26 12:00:00 AM","11:03","UW2200303","NOT STEP","64 -","1","COTTAGE GROVE","GREEN","TRAFFIC ISSUE","WHITE","FEMALE","21","N","MOVING VIOLATION","TRAFFIC SIGN OR SIGNAL","C28","Traffic Offenses","6605","TRAFFIC SIGN VIOLATION","TRAFFIC WARNING TICKET","2010","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","1 COTTAGE GROVE"
"2022 Aug 26 12:00:00 AM","12:11","UT2202209","NOT STEP","64 -","1","COTTAGE GROVE","GREEN","TRAFFIC ISSUE","HISPANIC","MALE","22","Y","MOVING VIOLATION","TRAFFIC SIGN OR SIGNAL","C28","Traffic Offenses","2470","NO VALID DL DRIVERS LICENSE","CLEARED BY ADULT ARREST","2009","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","1 COTTAGE GROVE"
"2022 Aug 26 12:00:00 AM","14:15","UW2200306","NOT STEP","61 -","1","GOODWIN","HILL","TRAFFIC ISSUE","BLACK","MALE","37","N","MOVING VIOLATION","TRAFFIC SIGN OR SIGNAL","C28","Traffic Offenses","6614","FAILURE TO SIGNAL","TRAFFIC WARNING TICKET","1999","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","1 GOODWIN"
"2022 Aug 26 12:00:00 AM","15:00","UU2215675","NOT STEP","65 -","1","PHILO","WINDSOR","TRAFFIC ISSUE","BLACK","MALE","27","Y","LICENSE PLATE/REG.","NOT A MOVING VIOLATION","C28","Traffic Offenses","2461","OPERATE UNINSURED MOTOR VEHICLE","CLEARED BY ADULT ARREST","2015","false","false","NO","NO","NO","NO","YES","<2 GRAMS","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","1 PHILO"
"2022 Aug 26 12:00:00 AM","15:00","UU2215675","NOT STEP","65 -","1","PHILO","WINDSOR","TRAFFIC ISSUE","BLACK","MALE","27","Y","LICENSE PLATE/REG.","NOT A MOVING VIOLATION","C28","Traffic Offenses","2470","NO VALID DL DRIVERS LICENSE","CLEARED BY ADULT ARREST","2015","false","false","NO","NO","NO","NO","YES","<2 GRAMS","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","1 PHILO"
"2022 Aug 26 12:00:00 AM","15:00","UU2215675","NOT STEP","65 -","1","PHILO","WINDSOR","TRAFFIC ISSUE","BLACK","MALE","27","Y","LICENSE PLATE/REG.","NOT A MOVING VIOLATION","C41","Assist Other Agency/Business","9081","ASSIST TOW TRUCK","ADMINISTRATIVELY CLOSED","2015","false","false","NO","NO","NO","NO","YES","<2 GRAMS","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","1 PHILO"
"2022 Aug 26 12:00:00 AM","15:00","UU2215675","NOT STEP","65 -","1","PHILO","WINDSOR","TRAFFIC ISSUE","BLACK","MALE","27","Y","LICENSE PLATE/REG.","NOT A MOVING VIOLATION","C28","Traffic Offenses","2462","OPERATE MV W/SUSPEND REGISTRATION","CLEARED BY ADULT ARREST","2015","false","false","NO","NO","NO","NO","YES","<2 GRAMS","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","1 PHILO"
"2022 Aug 26 12:00:00 AM","3:55","UW2200308","NOT STEP","61 -","1","BRADLEY","COLER","TRAFFIC ISSUE","BLACK","FEMALE","30","Y","LICENSE PLATE/REG.","NOT A MOVING VIOLATION","C28","Traffic Offenses","6673","EXPIRED REGISTRATION","TRAFFIC WARNING TICKET","2016","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","1 BRADLEY"
"2022 Aug 26 12:00:00 AM","7:38","UW2200300S","STEP","64 -","1","VINE","HOLLYWOOD","TRAFFIC ISSUE","WHITE","FEMALE","35","Y","EQUIPMENT","NOT A MOVING VIOLATION","C28","Traffic Offenses","6640","ELECTRONIC COMMUNICATION-VOICE","TRAFFIC WARNING TICKET","2003","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","1 VINE"
"2022 Aug 26 12:00:00 AM","8:11","UW2200301S","STEP","64 -","1","VINE","GREEN ST","TRAFFIC ISSUE","WHITE","MALE","33","Y","MOVING VIOLATION","TRAFFIC SIGN OR SIGNAL","C28","Traffic Offenses","6614","FAILURE TO SIGNAL","TRAFFIC WARNING TICKET","2022","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","1 VINE"
"2022 Aug 26 12:00:00 AM","9:04","UT2202207S","STEP","64 -","1","VINE","HOLLYWOOD","TRAFFIC ISSUE","WHITE","MALE","55","N","EQUIPMENT","NOT A MOVING VIOLATION","C28","Traffic Offenses","6640","ELECTRONIC COMMUNICATION-VOICE","CLEARED BY ADULT ARREST","2017","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","1 VINE"
"2022 Aug 26 12:00:00 AM","9:35","UT2202208","NOT STEP","63 -","1000","BLK LINCOLN AV S",,"TRAFFIC ISSUE","BLACK","MALE","21","N","MOVING VIOLATION","SPEED","C28","Traffic Offenses","6601","SPEEDING (RADAR)","CLEARED BY ADULT ARREST","2009","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","1000 BLK LINCOLN AV S"
"2015 Aug 30 12:00:00 AM","22:33","UT1504210","NOT STEP","547-11","0","CUNNINGHAM","KERR","TRAFFIC ISSUE","BLACK","MALE","27","Y","MOVING VIOLATION","SPEED","C28","Traffic Offenses","6601","SPEEDING (RADAR)","CLEARED BY ADULT ARREST","2015","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 CUNNINGHAM"
"2022 Aug 26 12:00:00 AM","9:36","UU2215647S","STEP","64 -","1","WASHINGTON STREET","POPLAR STREET","TRAFFIC ISSUE","BLACK","MALE","36","Y","LICENSE PLATE/REG.","NOT A MOVING VIOLATION","C28","Traffic Offenses","2461","OPERATE UNINSURED MOTOR VEHICLE","CLEARED BY ADULT ARREST","2006","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","1 WASHINGTON STREET"
"2022 Aug 26 12:00:00 AM","9:36","UU2215647S","STEP","64 -","1","WASHINGTON STREET","POPLAR STREET","TRAFFIC ISSUE","BLACK","MALE","36","Y","LICENSE PLATE/REG.","NOT A MOVING VIOLATION","C28","Traffic Offenses","2482","DRIVING UNDER REVOKED LICENSE","CLEARED BY ADULT ARREST","2006","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","1 WASHINGTON STREET"
"2022 Aug 26 12:00:00 AM","9:36","UU2215647S","STEP","64 -","1","WASHINGTON STREET","POPLAR STREET","TRAFFIC ISSUE","BLACK","MALE","36","Y","LICENSE PLATE/REG.","NOT A MOVING VIOLATION","C28","Traffic Offenses","2460","CANCEL/SUSPEND/REVOKED REGISTRATION","CLEARED BY ADULT ARREST","2006","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","1 WASHINGTON STREET"
"2013 Aug 27 12:00:00 AM","02:27","UT1303810","NOT STEP","576-01","0","VINE","ILLINOIS",,"WHITE","FEMALE","34","Y","MOVING VIOLATION","LANE VIOLATION","C28","Traffic Offenses","2461","OPERATE UNINSURED MOTOR VEHICLE","CLEARED BY ADULT ARREST","2001","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 VINE"
"2013 Aug 27 12:00:00 AM","02:27","UT1303810","NOT STEP","576-01","0","VINE","ILLINOIS",,"WHITE","FEMALE","34","Y","MOVING VIOLATION","LANE VIOLATION","C28","Traffic Offenses","6608","IMPROPER LANE USAGE","TRAFFIC WARNING TICKET","2001","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 VINE"
"2013 Aug 27 12:00:00 AM","12:05","UT1303823","NOT STEP","575-11","1000","LINCOLN AVE S",,,"WHITE","MALE","24","N","MOVING VIOLATION","OTHER","C28","Traffic Offenses","6637","MOTORCYCLE VIOLATIONS","CLEARED BY ADULT ARREST","1987","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","1000 LINCOLN AVE S"
"2013 Aug 27 12:00:00 AM","12:05","UT1303823","NOT STEP","575-11","1000","LINCOLN AVE S",,,"WHITE","MALE","24","N","MOVING VIOLATION","OTHER","C28","Traffic Offenses","2461","OPERATE UNINSURED MOTOR VEHICLE","TRAFFIC WARNING TICKET","1987","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","1000 LINCOLN AVE S"
"2013 Aug 27 12:00:00 AM","19:53","UT1303849","NOT STEP","546-06","1000","LINCOLN AVE N",,,"WHITE","MALE","53","N","MOVING VIOLATION","SPEED","C28","Traffic Offenses","6601","SPEEDING (RADAR)","CLEARED BY ADULT ARREST","2007","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","1000 LINCOLN AVE N"
"2013 Aug 27 12:00:00 AM","19:57","UW1301049","NOT STEP","547-08","0","CUNNINGHAM","UNIVERSITY",,"WHITE","FEMALE","41","Y","EQUIPMENT","NOT A MOVING VIOLATION","C28","Traffic Offenses","6633","IMPROPER LIGHTING/ONE HEADLIGHT","TRAFFIC WARNING TICKET","2002","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 CUNNINGHAM"
"2013 Aug 27 12:00:00 AM","20:00","UW1301073","NOT STEP","605-03","0","FLORIDA","ANDERSON",,"BLACK","FEMALE","19","Y","EQUIPMENT","NOT A MOVING VIOLATION","C28","Traffic Offenses","6633","IMPROPER LIGHTING/ONE HEADLIGHT","TRAFFIC WARNING TICKET","2006","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 FLORIDA"
"2013 Aug 27 12:00:00 AM","20:06","UT1303827","NOT STEP","577-01","0","LIERMAN AVE","MAIN ST",,"ASIAN","MALE","57","N","MOVING VIOLATION","OTHER","C28","Traffic Offenses","2461","OPERATE UNINSURED MOTOR VEHICLE","CLEARED BY ADULT ARREST","2004","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 LIERMAN AVE"
"2013 Aug 27 12:00:00 AM","20:06","UT1303827","NOT STEP","577-01","0","LIERMAN AVE","MAIN ST",,"ASIAN","MALE","57","N","MOVING VIOLATION","OTHER","C28","Traffic Offenses","6686","IMPROPER USE OF SIGNAL","TRAFFIC WARNING TICKET","2004","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 LIERMAN AVE"
"2013 Aug 27 12:00:00 AM","20:26","UW1301072","NOT STEP","605-02","0","FLORIDA","ANDERSON",,"WHITE","FEMALE","21","Y","EQUIPMENT","NOT A MOVING VIOLATION","C28","Traffic Offenses","6633","IMPROPER LIGHTING/ONE HEADLIGHT","TRAFFIC WARNING TICKET","2002","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 FLORIDA"
"2013 Aug 27 12:00:00 AM","20:40","UW1301071","NOT STEP","547-08","0","FLORIDA","VINE",,"WHITE","MALE","42","Y","EQUIPMENT","NOT A MOVING VIOLATION","C28","Traffic Offenses","6633","IMPROPER LIGHTING/ONE HEADLIGHT","TRAFFIC WARNING TICKET","1990","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 FLORIDA"
"2013 Aug 27 12:00:00 AM","20:42","UU1304823","NOT STEP","518-08","0","LINCOLN AVE","KILLARNEY STREET",,"BLACK","FEMALE","24","N","LICENSE PLATE/REG.","NOT A MOVING VIOLATION","C28","Traffic Offenses","6690","NO REAR REGISTRATION LIGHT","TRAFFIC WARNING TICKET","1996","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","true","true","NO","NO","NO","NO","NO","NOT APPLICABLE",,"true","false","0 LINCOLN AVE"
"2013 Aug 27 12:00:00 AM","20:42","UU1304823","NOT STEP","518-08","0","LINCOLN AVE","KILLARNEY STREET",,"BLACK","FEMALE","24","N","LICENSE PLATE/REG.","NOT A MOVING VIOLATION","C28","Traffic Offenses","2461","OPERATE UNINSURED MOTOR VEHICLE","CLEARED BY ADULT ARREST","1996","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","true","true","NO","NO","NO","NO","NO","NOT APPLICABLE",,"true","false","0 LINCOLN AVE"
"2013 Aug 27 12:00:00 AM","23:09","UT1303848","NOT STEP","577-05","0","PHILO","FLORIDA",,"WHITE","MALE","17","N","MOVING VIOLATION","TRAFFIC SIGN OR SIGNAL","C28","Traffic Offenses","6606","TRAFFIC SIGNAL VIOLATION","CLEARED BY ADULT ARREST","2005","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 PHILO"
"2013 Aug 27 12:00:00 AM","23:33","UW1301074","NOT STEP","547-11","400","VINE ST N",,,"WHITE","MALE","45","N","MOVING VIOLATION","OTHER","C28","Traffic Offenses","6614","FAILURE TO SIGNAL","TRAFFIC WARNING TICKET","2013","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","400 VINE ST N"
"2014 Aug 27 12:00:00 AM","02:12","UW1401333","NOT STEP","546-14","0","BUSEY","CLARK",,"WHITE","MALE","26","Y","EQUIPMENT","NOT A MOVING VIOLATION","C28","Traffic Offenses","6633","IMPROPER LIGHTING/ONE HEADLIGHT","TRAFFIC WARNING TICKET","2001","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","false","false","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE","NOT APPLICABLE",,"true","false","0 BUSEY"
